EXCH_ID,SEGMENT,SECURITY_ID,ISIN,INSTRUMENT,UNDERLYING_SECURITY_ID,UNDERLYING_SYMBOL,DISPLAY_NAME,INSTRUMENT_TYPE,SERIES,LOT_SIZE,SM_EXPIRY_DATE,STRIKE_PRICE,OPTION_TYPE,TICK_SIZE,EXPIRY_FLAG,BRACKET_FLAG,COVER_FLAG,ASM_GSM_FLAG,ASM_GSM_CATEGORY
NSE,D,51589,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61700 CALL,OP,NA,35,12/30/2025,61700,CE,5,M,N,N,N,NA
NSE,D,51590,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61700 PUT,OP,NA,35,12/30/2025,61700,PE,5,M,N,N,N,NA
NSE,D,51596,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61800 CALL,OP,NA,35,12/30/2025,61800,CE,5,M,N,N,N,NA
NSE,D,51597,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61800 PUT,OP,NA,35,12/30/2025,61800,PE,5,M,N,N,N,NA
NSE,D,51599,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61900 CALL,OP,NA,35,12/30/2025,61900,CE,5,M,N,N,N,NA
NSE,D,51600,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61900 PUT,OP,NA,35,12/30/2025,61900,PE,5,M,N,N,N,NA
NSE,D,51605,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 62000 CALL,OP,NA,35,12/30/2025,62000,CE,5,M,N,N,N,NA
NSE,D,51606,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 62000 PUT,OP,NA,35,12/30/2025,62000,PE,5,M,N,N,N,NA
NSE,D,51612,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 62100 CALL,OP,NA,35,12/30/2025,62100,CE,5,M,N,N,N,NA
NSE,D,51613,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 62100 PUT,OP,NA,35,12/30/2025,62100,PE,5,M,N,N,N,NA
NSE,D,51615,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 62200 CALL,OP,NA,35,12/30/2025,62200,CE,5,M,N,N,N,NA
